gene_id	gene_name	Control1	Control2	Control4	Control5	Treated1	Treated2	Treated4	Treated5
ENSG00000205267	DGAT2L7P	0	0	0	0	0	0	0	0
ENSG00000205268	PDE7A	136	58	152	63	98	79	104	96
ENSG00000205269	TMEM170B	131	115	94	172	142	83	173	204
ENSG00000205274	TRBV20OR9-2	0	0	0	0	0	0	0	0
ENSG00000205277	MUC12	2	2	14	9	0	2	10	5
ENSG00000205279	CTXN3	0	0	0	0	0	0	0	0
ENSG00000205293	LINC01602	0	0	0	0	1	0	0	0
ENSG00000205300	ENSG00000205300	0	0	0	0	0	0	0	0
ENSG00000205301	MGAT4D	0	1	0	0	0	0	0	0
ENSG00000205302	SNX2	1492	1534	1618	1629	1502	1081	1589	1428
ENSG00000205307	SAP25	2	0	0	0	10	0	3	14
ENSG00000205309	NT5M	57	104	17	90	29	95	18	44
ENSG00000205312	KRT17P4	0	0	0	0	0	0	0	0
ENSG00000205318	GCNT2P1	0	0	0	0	0	0	0	0
ENSG00000205323	SARNP	902	1003	918	1133	1363	884	885	973
ENSG00000205325	ENSG00000205325	0	0	0	0	0	0	0	0
ENSG00000205327	OR6C68	0	0	0	0	0	0	0	0
ENSG00000205328	OR6C65	0	0	0	0	0	0	0	0
ENSG00000205329	OR6C3	0	0	0	0	0	0	0	0
ENSG00000205330	OR6C1	0	0	0	0	0	0	0	0
ENSG00000205331	OR6C72P	0	0	0	0	0	0	0	0
ENSG00000205333	GOLGA2P1	0	0	0	0	0	0	0	0
ENSG00000205334	LINC01460	2	2	0	0	0	0	0	3
ENSG00000205336	ADGRG1	1047	790	1360	1148	2006	729	2685	989
ENSG00000205339	IPO7	2758	3836	3018	3180	3229	2550	2790	2806
ENSG00000205352	PRR13	1898	2334	2278	2617	2370	1875	2278	2290
ENSG00000205356	TECPR1	940	1263	1228	1204	1168	1187	1140	1227
ENSG00000205358	MT1H	0	0	0	0	0	0	1	1
ENSG00000205359	SLCO6A1	0	0	0	0	0	0	0	0
ENSG00000205360	MT1CP	0	0	0	0	0	0	0	0
ENSG00000205361	MT1DP	0	0	0	0	0	0	0	0
ENSG00000205362	MT1A	1	1	4	3	11	0	8	4
ENSG00000205363	INSYN1	288	131	272	472	172	124	395	380
ENSG00000205364	MT1M	0	0	2	0	0	0	0	0
ENSG00000205396	LINC00661	0	0	0	0	0	0	0	0
ENSG00000205403	CFI	156	31	20	181	96	44	0	36
ENSG00000205409	OR52E6	0	0	0	0	0	0	0	0
ENSG00000205412	HNRNPA1P20	0	0	0	0	0	0	0	0
ENSG00000205413	SAMD9	174	168	278	336	404	226	338	187
ENSG00000205414	ENSG00000205414	0	0	0	0	0	0	0	0
ENSG00000205420	KRT6A	0	1	0	0	0	0	0	0
ENSG00000205423	CNEP1R1	269	224	338	289	429	236	392	470
ENSG00000205424	PCBP3-AS1	0	0	0	0	4	0	0	0
ENSG00000205426	KRT81	0	0	6	16	14	1	9	9
ENSG00000205433	SNRPGP6	0	0	0	0	0	0	0	0
ENSG00000205436	EXOC3L4	0	0	0	0	0	0	1	2
ENSG00000205439	KRTAP12-3	0	0	0	0	0	0	0	0
ENSG00000205442	IZUMO3	0	0	0	0	0	0	0	0
ENSG00000205444	KU-MEL-3	1	4	1	2	0	0	0	0
ENSG00000205445	KRTAP10-2	0	0	0	0	0	0	0	0
ENSG00000205449	NBPF22P	0	0	0	0	0	0	0	0
ENSG00000205452	ENSG00000205452	0	0	0	0	0	0	0	0
ENSG00000205456	TP53TG3D	0	0	0	7	0	0	0	0
ENSG00000205457	TP53TG3C	0	0	0	1	0	0	0	0
ENSG00000205464	ATP6AP1L	2	8	0	2	1	3	9	7
ENSG00000205476	CCDC85C	373	433	324	373	297	338	226	261
ENSG00000205482	SPDYE18	9	11	6	3	8	15	3	1
ENSG00000205488	CALML3-AS1	0	1	0	0	0	1	2	0
ENSG00000205494	OR52A4P	0	0	0	0	0	0	0	0
ENSG00000205495	OR52J3	0	0	0	0	0	0	0	0
ENSG00000205496	OR51A2	0	0	0	0	0	0	0	0
ENSG00000205497	OR51A4	0	0	0	1	0	0	0	0
ENSG00000205500	MAPRE3-AS1	0	0	0	0	0	0	0	0
ENSG00000205502	C2CD4B	18	3	4	2	0	1	2	0
ENSG00000205517	RGL3	18	36	1	15	7	61	5	32
ENSG00000205531	NAP1L4	2714	3030	2344	2296	2654	2389	1948	1972
ENSG00000205534	SMG1P2	6	0	0	0	0	0	0	15
ENSG00000205537	ENSG00000205537	0	0	0	0	0	0	0	0
ENSG00000205542	TMSB4X	33401	13962	50996	31790	33510	16524	42890	32481
ENSG00000205544	TMEM256	507	467	517	484	493	374	375	485
ENSG00000205549	LINC03041	0	0	1	0	1	0	0	0
ENSG00000205559	CHKB-DT	17	17	41	18	34	33	32	22
ENSG00000205560	CPT1B	48	40	4	37	13	18	21	77
ENSG00000205562	FLRT2-AS1	123	77	194	141	220	89	260	184
ENSG00000205571	SMN2	330	308	30	3	609	177	4	2
ENSG00000205572	SERF1B	208	335	400	188	551	453	326	325
ENSG00000205578	POM121B	9	3	12	7	8	1	3	9
ENSG00000205579	DYNLL1P1	0	0	0	0	0	0	0	0
ENSG00000205581	HMGN1	2820	3306	3064	3122	3703	3226	2443	3140
ENSG00000205583	STAG3L1	0	0	0	0	0	0	0	0
ENSG00000205584	FKBP6P1	0	0	0	0	0	0	0	0
ENSG00000205592	MUC19	5	2	0	7	3	0	8	2
ENSG00000205593	DENND6B	189	276	107	156	136	217	108	115
ENSG00000205596	ENSG00000205596	0	0	0	0	0	0	0	0
ENSG00000205609	EIF3CL	967	3162	1722	2607	1189	1384	1338	2060
ENSG00000205611	LINC01597	6	2	1	12	2	6	0	2
ENSG00000205622	ETS2-AS1	1	0	0	2	0	1	0	0
ENSG00000205625	ENSG00000205625	0	0	0	0	0	0	0	0
ENSG00000205628	LINC01446	0	0	0	1	0	0	0	0
ENSG00000205629	LCMT1	547	705	525	520	605	528	564	516
ENSG00000205632	LINC01310	0	0	0	0	0	0	0	0
ENSG00000205634	LINC00898	0	0	0	0	0	0	0	0
ENSG00000205636	LINC00583	0	0	0	0	0	0	0	0
ENSG00000205639	MFSD2B	7	0	2	1	0	1	0	1
ENSG00000205642	VCX3B	0	1	0	0	0	0	0	0
ENSG00000205643	CDPF1	123	159	89	109	109	163	101	121
ENSG00000205644	ENSG00000205644	0	0	3	0	0	1	2	2
ENSG00000205649	HTN3	0	0	0	0	1	0	1	0
ENSG00000205653	ENSG00000205653	0	0	0	0	0	0	0	0
ENSG00000205659	LIN52	164	217	174	183	122	154	125	165
ENSG00000205667	ARSH	0	0	0	0	0	0	0	0
ENSG00000205669	ACOT6	0	4	0	0	1	2	0	2
ENSG00000205670	SMIM11	275	361	231	243	171	253	74	64
ENSG00000205678	TECRL	0	0	0	0	0	0	0	0
ENSG00000205682	ENSG00000205682	0	0	0	0	0	0	0	0
ENSG00000205683	DPF3	21	40	113	105	116	32	103	87
ENSG00000205693	MANSC4	0	0	5	0	5	0	10	13
ENSG00000205695	ENSG00000205695	0	0	0	0	0	0	0	0
ENSG00000205696	ADARB2-AS1	0	0	0	0	0	0	0	0
ENSG00000205702	CYP2D7	60	20	34	44	47	48	38	58
ENSG00000205704	SMIM45	0	0	1	2	5	1	2	2
ENSG00000205707	ETFRF1	295	341	305	402	288	316	234	246
ENSG00000205710	C17orf107	51	9	19	11	18	7	22	31
ENSG00000205716	CFAP144P2	0	0	0	0	0	0	0	0
ENSG00000205718	MBD3L4	0	0	0	0	0	0	0	0
ENSG00000205726	ITSN1	662	1245	1472	1551	1066	1082	1124	982
ENSG00000205730	ITPRIPL2	1797	2014	1756	1897	2063	1828	1975	2873
ENSG00000205740	ENSG00000205740	3	7	14	14	20	12	14	13
ENSG00000205744	DENND1C	0	1	2	2	0	1	0	0
ENSG00000205745	ENSG00000205745	0	0	0	0	0	0	0	0
ENSG00000205746	PKD1P4	268	835	437	194	195	576	462	221
ENSG00000205754	SLCO1B7	0	0	0	0	0	0	0	0
ENSG00000205755	CRLF2	2	0	0	8	1	0	0	1
ENSG00000205758	CRYZL1	252	338	277	309	286	315	234	246
ENSG00000205763	RP9P	0	0	0	0	0	0	0	0
ENSG00000205765	RIMOC1	867	1163	862	1160	729	726	707	687
ENSG00000205767	RPL31P5	0	0	0	0	0	0	0	0
ENSG00000205771	CATSPER2P1	0	0	0	0	0	0	0	0
ENSG00000205777	GAGE1	0	0	0	0	0	0	0	0
ENSG00000205784	ARRDC5	0	0	0	0	0	0	0	0
ENSG00000205786	LINC01531	0	0	0	0	0	0	0	0
ENSG00000205790	DPP9-AS1	3	0	3	0	0	11	8	1
ENSG00000205791	LOH12CR2	24	47	22	29	33	32	12	20
ENSG00000205794	ENSG00000205794	0	0	0	0	2	0	0	0
ENSG00000205795	CYS1	153	434	211	157	81	466	177	137
ENSG00000205808	PLPP6	211	253	220	234	249	235	158	215
ENSG00000205809	KLRC2	0	0	0	0	0	0	0	0
ENSG00000205810	KLRC3	0	0	0	0	0	0	0	0
ENSG00000205822	TPTE2P6	0	0	0	0	0	0	0	0
ENSG00000205830	ENSG00000205830	0	0	0	0	0	0	0	0
ENSG00000205832	C16orf96	7	11	1	3	0	5	3	3
ENSG00000205835	GMNC	60	112	92	58	26	116	82	7
ENSG00000205837	LINC00487	0	0	0	0	0	0	0	0
ENSG00000205838	TTC23L	2	6	0	9	3	5	4	5
ENSG00000205846	CLEC6A	0	0	0	0	0	0	0	0
ENSG00000205847	OR7E91P	0	0	0	0	0	0	0	0
ENSG00000205853	RFPL3S	3	0	4	5	5	3	4	2
ENSG00000205856	C22orf42	0	0	0	0	0	0	0	0
ENSG00000205857	NANOGNB	0	0	0	0	0	0	0	0
ENSG00000205858	LRRC72	0	0	0	0	0	0	0	0
ENSG00000205861	PCOTH	38	46	36	72	70	48	28	77
ENSG00000205863	C1QTNF9B	0	0	0	5	0	0	0	8
ENSG00000205864	KRTAP5-6	0	0	0	0	0	0	0	0
ENSG00000205865	FAM99B	0	0	0	0	0	0	0	0
ENSG00000205866	FAM99A	0	0	0	0	0	1	0	0
ENSG00000205867	KRTAP5-2	0	0	0	0	0	0	1	0
ENSG00000205869	KRTAP5-1	0	0	1	0	1	0	2	2
ENSG00000205871	RPS3AP47	0	0	0	0	0	0	0	1
ENSG00000205879	FAM90A2P	0	1	0	2	5	2	0	0
ENSG00000205882	DEFB134	0	0	0	0	0	0	0	0
ENSG00000205883	DEFB135	0	0	0	0	0	0	0	0
ENSG00000205884	DEFB136	0	0	0	0	0	0	0	0
ENSG00000205885	C1RL-AS1	33	0	29	16	22	0	27	13
ENSG00000205890	ENSG00000205890	0	0	0	0	0	0	0	0
ENSG00000205897	OR7E136P	0	0	0	0	0	0	0	0
ENSG00000205898	ENSG00000205898	0	1	0	1	2	1	0	1
ENSG00000205899	BHLHA9	0	3	1	1	0	0	0	0
ENSG00000205903	ZNF316	1435	1443	1117	1289	1233	1008	1186	1228
ENSG00000205913	SRRM2-AS1	17	12	11	16	10	14	12	20
ENSG00000205916	DAZ4	0	0	0	0	0	0	0	0
ENSG00000205918	PDPK2P	0	0	0	0	0	0	0	0
ENSG00000205922	ONECUT3	0	0	0	0	1	0	1	0
ENSG00000205923	CEMP1	355	237	206	184	254	252	268	127
ENSG00000205927	OLIG2	0	0	0	0	1	0	0	0
ENSG00000205929	EPCIP	1	1	0	0	0	1	0	0
ENSG00000205930	EPCIP-AS1	25	41	16	11	23	15	11	20
ENSG00000205936	PPP1R12BP2	0	0	0	0	0	0	0	0
ENSG00000205937	RNPS1	1512	2223	1542	1663	1897	1658	1612	1729
ENSG00000205940	HSP90AB2P	0	0	0	0	0	0	0	0
ENSG00000205944	DAZ2	0	0	0	0	0	0	0	0
ENSG00000205946	USP17L6P	0	0	0	0	0	0	0	0
ENSG00000205955	HSP90AA5P	0	0	0	0	0	0	0	0
ENSG00000205959	ENSG00000205959	9	5	1	2	0	4	3	4
ENSG00000205971	LNCRI	0	0	0	0	0	0	0	0
ENSG00000205976	ENSG00000205976	0	0	0	0	0	2	0	0
ENSG00000205978	NYNRIN	751	478	175	169	136	473	94	235
ENSG00000205981	DNAJC19	344	478	324	358	424	367	303	413
ENSG00000205989	DEFB109C	0	0	0	3	0	0	0	0
ENSG00000206013	IFITM5	0	0	0	0	0	0	0	0
ENSG00000206014	OR7E161P	0	0	0	0	0	0	0	0
ENSG00000206026	SMIM21	2	0	0	0	0	0	0	0
ENSG00000206028	ENSG00000206028	0	5	0	1	0	0	0	0
ENSG00000206034	DEFB109B	0	0	0	0	0	0	0	0
ENSG00000206042	DEFA7P	0	0	0	0	0	0	0	0
ENSG00000206043	C18orf63	0	1	0	0	0	0	0	0
ENSG00000206047	DEFA1	0	0	0	0	0	0	0	0
ENSG00000206052	DOK6	56	81	64	75	43	70	55	69
ENSG00000206053	JPT2	775	890	1581	1353	1858	835	1639	1287
ENSG00000206062	ENSG00000206062	0	0	0	0	0	0	0	0
ENSG00000206066	IGLL3P	0	0	0	0	0	0	0	0
ENSG00000206069	LHFPL7	0	0	0	0	0	0	0	0
ENSG00000206072	SERPINB11	0	0	0	0	0	0	0	0
ENSG00000206073	SERPINB4	0	0	0	0	0	0	0	0
ENSG00000206075	SERPINB5	0	0	0	0	3	0	2	0
ENSG00000206077	ZDHHC11B	46	21	13	56	44	27	48	36
ENSG00000206090	ENSG00000206090	0	0	0	0	0	0	0	0
ENSG00000206102	KRTAP19-8	0	0	0	0	0	0	0	0
ENSG00000206104	KRTAP20-3	0	0	0	0	0	0	0	0
ENSG00000206105	KRTAP20-4	0	0	0	0	0	0	0	0
ENSG00000206106	KRTAP22-2	0	0	0	0	0	0	0	0
ENSG00000206107	KRTAP27-1	0	0	0	0	0	0	0	0
ENSG00000206113	CFAP99	0	1	0	2	3	1	2	1
ENSG00000206120	EGFEM1P	0	0	0	0	0	0	0	0
ENSG00000206127	GOLGA8O	53	127	96	47	38	68	100	33
ENSG00000206140	TMEM191C	15	10	24	23	22	15	29	51
ENSG00000206142	FAM230H	0	0	0	0	0	1	0	0
ENSG00000206144	MAPK6P1	0	0	0	0	0	0	0	0
ENSG00000206145	P2RX6P	2	0	0	0	0	0	0	0
ENSG00000206147	RPL23AP57	1	0	0	0	0	0	0	0
ENSG00000206149	HERC2P9	2	28	10	37	12	25	19	24
ENSG00000206150	RNASE13	0	0	0	0	0	0	0	0
ENSG00000206159	GYG2P1	0	0	0	0	0	0	0	0
ENSG00000206168	C4orf46P1	0	0	1	0	0	0	0	0
ENSG00000206172	HBA1	3	2	0	1	0	1	0	0
ENSG00000206177	HBM	0	0	0	0	0	0	0	0
ENSG00000206178	HBZP1	0	0	0	0	0	0	0	0
ENSG00000206181	ELOA2	0	0	1	0	1	0	0	0
ENSG00000206187	LINC02346	0	0	0	0	0	0	0	0
ENSG00000206190	ATP10A	39	154	37	118	311	471	164	405
ENSG00000206192	ANKRD20A9P	0	0	0	0	0	0	0	0
ENSG00000206195	DUXAP8	82	0	0	119	86	0	1	261
ENSG00000206199	ANKUB1	0	0	0	0	0	0	0	0
ENSG00000206203	TSSK2	9	11	0	6	6	3	2	8
ENSG00000206228	HNRNPA1P4	0	0	1	0	0	0	0	0
ENSG00000206249	ENSG00000206249	0	0	0	0	0	0	0	0
ENSG00000206260	PRR23A	0	0	0	0	0	0	0	0
ENSG00000206262	FOXL2NB	0	1	0	2	8	0	1	1
ENSG00000206337	HCP5	37	78	36	107	38	38	22	48
ENSG00000206341	HLA-H	0	21	0	38	12	22	18	0
ENSG00000206344	HCG27	5	6	11	6	10	13	8	2
ENSG00000206356	ENSG00000206356	0	0	0	0	0	0	0	0
ENSG00000206384	COL6A6	0	0	0	1	0	0	0	1
ENSG00000206417	H1-10-AS1	81	126	44	57	23	115	44	56
ENSG00000206418	RAB12	779	1080	608	817	791	857	608	746
ENSG00000206422	LRRC30	0	0	0	0	0	0	0	0
ENSG00000206432	TMEM200C	205	145	314	16	34	125	183	10
ENSG00000206448	PPIAP30	0	0	0	0	0	0	0	0
ENSG00000206474	OR10C1	0	0	0	0	0	0	0	0
ENSG00000206503	HLA-A	18101	33490	13860	22382	12876	30729	10053	16263
ENSG00000206527	HACD2	471	1053	680	1253	1056	981	701	1228
ENSG00000206530	CFAP44	80	56	33	48	60	65	66	74
ENSG00000206531	CD200R1L	0	0	0	0	0	0	0	0
ENSG00000206535	LNP1	28	44	14	11	15	29	24	14
ENSG00000206536	OR5K3	0	0	0	0	0	0	0	0
ENSG00000206538	VGLL3	850	3342	1480	2579	1050	1492	732	1393
ENSG00000206549	ENSG00000206549	0	8	2	2	5	1	2	7
ENSG00000206552	KRBOX1-AS1	2	0	0	0	0	0	0	0
ENSG00000206557	TRIM71	0	0	0	1	0	3	1	2
ENSG00000206559	ZCWPW2	36	52	48	53	15	29	38	25
ENSG00000206560	ANKRD28	963	813	938	1205	800	528	698	544
ENSG00000206561	COLQ	41	69	38	36	21	64	28	30
ENSG00000206562	METTL6	325	282	250	268	320	196	218	283
ENSG00000206567	ENSG00000206567	39	40	41	76	39	48	59	48
ENSG00000206573	THUMPD3-AS1	225	152	184	161	195	134	216	185
ENSG00000206579	XKR4	0	0	0	0	1	0	0	0
ENSG00000206582	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000206583	RNU6-1292P	0	0	0	0	0	0	0	0
ENSG00000206585	RNVU1-7	0	0	0	0	0	0	0	0
ENSG00000206587	RNU6-46P	0	0	0	0	0	0	0	0
ENSG00000206588	RNU1-28P	0	0	0	0	0	0	2	0
ENSG00000206589	RNU6-354P	0	0	0	0	0	0	0	0
ENSG00000206590	RNU6-132P	0	0	0	0	0	0	0	0
ENSG00000206592	ENSG00000206592	0	0	0	0	0	0	0	0
ENSG00000206593	RNU6-47P	0	0	0	0	0	0	0	0
ENSG00000206595	RNU6-877P	0	0	0	0	0	0	0	0
ENSG00000206596	RNU1-27P	0	0	0	0	3	0	2	0
ENSG00000206597	SNORA57	0	0	0	0	0	0	0	0
ENSG00000206598	RNU6-1286P	0	0	0	0	0	0	0	0
ENSG00000206599	RNU6-841P	0	0	0	0	0	0	0	0
ENSG00000206600	RNU6-25P	0	0	0	0	0	0	0	0
ENSG00000206601	RNU6-431P	0	0	0	0	0	0	0	0
ENSG00000206602	SNORD58A	0	0	0	0	0	0	0	0
ENSG00000206603	SNORA22B	0	0	0	0	0	0	0	0
ENSG00000206604	RNU6-425P	0	0	0	0	0	0	0	0
ENSG00000206605	RNU6-946P	0	0	0	0	0	0	0	0
ENSG00000206606	RNU6-1296P	0	0	0	0	0	0	0	0
ENSG00000206609	SNORD116-11	0	0	0	0	0	0	0	0
